,0
2099,Positive
2100,Negative
2101,Positive
2102,Positive
2103,Positive
2104,Positive
2105,Negative
2106,Positive
2107,Negative
2108,Positive
2109,Positive
2110,Neutral
2111,Negative
2112,Positive
2113,Positive
2114,Positive
2115,Neutral
2116,Positive
2117,Negative
2118,Negative
2119,Neutral
2120,Positive
2121,Positive
2122,Positive
2123,Negative
2124,Positive
2125,Negative
2126,Positive
2127,Positive
2128,Neutral
2129,Positive
2130,Positive
2131,Positive
2132,Positive
2133,Positive
2134,Positive
2135,Negative
2136,Positive
2137,Neutral
2138,Neutral
2139,Positive
2140,Positive
2141,Positive
2142,Neutral
2143,Neutral
2144,Negative
2145,Positive
2146,Neutral
2147,Positive
2148,Positive
2149,Positive
2150,Negative
2151,Negative
2152,Positive
2153,Positive
2154,Positive
2155,Positive
2156,Negative
2157,Positive
2158,Positive
2159,Positive
2160,Positive
2161,Neutral
2162,Positive
2163,Positive
2164,Neutral
2165,Positive
2166,Neutral
2167,Positive
2168,Positive
2169,Negative
2170,Positive
2171,Negative
2172,Negative
2173,Neutral
2174,Positive
2175,Positive
2176,Positive
2177,Negative
2178,Neutral
2179,Positive
2180,Negative
2181,Neutral
2182,Positive
2183,Positive
2184,Neutral
2185,Positive
2186,Positive
2187,Negative
2188,Positive
2189,Negative
2190,Positive
2191,Positive
2192,Positive
2193,Positive
2194,Positive
2195,Positive
2196,Positive
2197,Positive
2198,Negative
2199,Positive
2200,Positive
2201,Negative
2202,Neutral
2203,Negative
2204,Positive
2205,Positive
2206,Positive
2207,Positive
2208,Positive
2209,Negative
2210,Positive
2211,Positive
2212,Positive
2213,Neutral
2214,Neutral
2215,Neutral
2216,Negative
2217,Negative
2218,Positive
2219,Negative
2220,Neutral
2221,Positive
2222,Negative
2223,Positive
2224,Negative
2225,Neutral
2226,Negative
2227,Positive
2228,Positive
2229,Positive
2230,Positive
2231,Positive
2232,Neutral
2233,Positive
2234,Neutral
2235,Positive
2236,Positive
2237,Neutral
2238,Positive
2239,Positive
2240,Positive
2241,Positive
2242,Neutral
2243,Negative
2244,Positive
2245,Positive
2246,Neutral
2247,Neutral
2248,Positive
2249,Positive
2250,Neutral
2251,Negative
2252,Positive
2253,Neutral
2254,Positive
2255,Negative
2256,Neutral
2257,Positive
2258,Neutral
2259,Positive
2260,Negative
2261,Negative
2262,Neutral
2263,Positive
2264,Neutral
2265,Positive
2266,Neutral
2267,Positive
2268,Positive
2269,Positive
2270,Positive
2271,Positive
2272,Negative
2273,Positive
2274,Positive
2275,Positive
2276,Positive
2277,Positive
2278,Positive
2279,Neutral
2280,Positive
2281,Neutral
2282,Negative
2283,Positive
2284,Positive
2285,Negative
2286,Positive
2287,Positive
2288,Positive
2289,Positive
2290,Negative
2291,Positive
2292,Negative
2293,Positive
2294,Negative
2295,Negative
2296,Neutral
2297,Positive
2298,Positive
2299,Positive
2300,Negative
2301,Positive
2302,Positive
2303,Positive
2304,Negative
2305,Positive
2306,Negative
2307,Negative
2308,Positive
2309,Positive
2310,Neutral
2311,Positive
2312,Positive
2313,Positive
2314,Neutral
2315,Positive
2316,Negative
2317,Positive
2318,Positive
2319,Positive
2320,Positive
2321,Positive
2322,Negative
2323,Negative
2324,Neutral
2325,Positive
2326,Positive
2327,Negative
2328,Positive
2329,Positive
2330,Negative
2331,Negative
2332,Positive
2333,Negative
2334,Negative
2335,Positive
2336,Positive
2337,Negative
2338,Neutral
2339,Neutral
2340,Positive
2341,Positive
2342,Positive
2343,Positive
2344,Positive
2345,Positive
2346,Negative
2347,Positive
2348,Positive
2349,Positive
2350,Positive
2351,Neutral
2352,Positive
2353,Negative
2354,Positive
2355,Positive
2356,Positive
2357,Neutral
2358,Positive
2359,Positive
2360,Positive
2361,Neutral
2362,Positive
2363,Negative
2364,Negative
2365,Negative
2366,Positive
2367,Negative
2368,Positive
2369,Positive
2370,Positive
2371,Negative
2372,Positive
2373,Neutral
2374,Negative
2375,Negative
2376,Positive
2377,Positive
2378,Negative
2379,Negative
2380,Positive
2381,Negative
2382,Positive
2383,Negative
2384,Positive
2385,Positive
2386,Neutral
2387,Positive
2388,Negative
2389,Positive
2390,Positive
2391,Positive
2392,Positive
2393,Positive
2394,Positive
2395,Positive
2396,Negative
2397,Positive
2398,Positive
2399,Positive
2400,Positive
2401,Positive
2402,Positive
2403,Positive
2404,Neutral
2405,Positive
2406,Positive
2407,Negative
2408,Positive
2409,Neutral
2410,Positive
2411,Positive
2412,Negative
2413,Positive
2414,Positive
2415,Positive
2416,Positive
2417,Negative
2418,Positive
2419,Positive
2420,Positive
2421,Positive
2422,Positive
2423,Neutral
2424,Negative
2425,Negative
2426,Neutral
2427,Neutral
2428,Positive
2429,Negative
2430,Positive
2431,Positive
2432,Positive
2433,Positive
2434,Positive
2435,Positive
2436,Positive
2437,Neutral
2438,Positive
2439,Positive
2440,Positive
2441,Negative
2442,Positive
2443,Positive
2444,Positive
2445,Positive
2446,Positive
2447,Neutral
2448,Positive
2449,Negative
2450,Positive
2451,Positive
2452,Positive
2453,Positive
2454,Positive
2455,Negative
2456,Positive
2457,Positive
2458,Neutral
2459,Negative
2460,Negative
2461,Positive
2462,Negative
2463,Negative
2464,Positive
2465,Negative
2466,Negative
2467,Negative
2468,Negative
2469,Positive
2470,Positive
2471,Negative
2472,Positive
2473,Positive
2474,Neutral
2475,Positive
2476,Positive
2477,Negative
2478,Positive
2479,Neutral
2480,Negative
2481,Neutral
2482,Negative
2483,Positive
2484,Negative
2485,Positive
2486,Positive
2487,Positive
2488,Positive
2489,Negative
2490,Neutral
2491,Neutral
2492,Positive
2493,Positive
2494,Neutral
2495,Negative
2496,Neutral
2497,Positive
2498,Negative
2499,Neutral
2500,Neutral
2501,Negative
2502,Positive
2503,Negative
2504,Negative
2505,Positive
2506,Positive
2507,Negative
2508,Positive
2509,Positive
2510,Positive
2511,Positive
2512,Positive
2513,Positive
2514,Positive
2515,Positive
2516,Positive
2517,Negative
2518,Positive
2519,Positive
2520,Positive
2521,Positive
2522,Positive
2523,Positive
2524,Positive
2525,Neutral
2526,Positive
2527,Positive
2528,Positive
2529,Positive
2530,Negative
2531,Positive
2532,Neutral
2533,Positive
2534,Neutral
2535,Positive
2536,Positive
2537,Positive
2538,Positive
2539,Neutral
2540,Neutral
2541,Neutral
2542,Negative
2543,Positive
2544,Neutral
2545,Negative
2546,Negative
2547,Negative
2548,Positive
2549,Neutral
2550,Neutral
2551,Negative
2552,Positive
2553,Neutral
2554,Positive
2555,Positive
2556,Positive
2557,Positive
2558,Positive
2559,Neutral
2560,Positive
2561,Positive
2562,Positive
2563,Negative
2564,Negative
2565,Positive
2566,Positive
2567,Positive
2568,Positive
2569,Positive
2570,Positive
2571,Positive
2572,Negative
2573,Positive
2574,Positive
2575,Positive
2576,Positive
2577,Positive
2578,Positive
2579,Positive
2580,Positive
2581,Neutral
2582,Positive
2583,Neutral
2584,Positive
2585,Negative
2586,Positive
2587,Positive
2588,Neutral
2589,Positive
2590,Negative
2591,Negative
2592,Positive
2593,Positive
2594,Neutral
2595,Positive
2596,Negative
2597,Negative
2598,Positive
2599,Positive
2600,Positive
2601,Negative
2602,Negative
2603,Negative
2604,Negative
2605,Neutral
2606,Positive
2607,Negative
2608,Negative
2609,Negative
2610,Positive
2611,Positive
2612,Positive
2613,Neutral
2614,Neutral
2615,Positive
2616,Positive
2617,Positive
2618,Positive
2619,Positive
2620,Positive
2621,Positive
2622,Positive
2623,Neutral
2624,Positive
2625,Positive
2626,Positive
2627,Positive
2628,Positive
2629,Positive
2630,Positive
2631,Negative
2632,Neutral
2633,Negative
2634,Neutral
2635,Positive
2636,Positive
2637,Positive
2638,Neutral
2639,Positive
2640,Negative
2641,Positive
2642,Positive
2643,Neutral
2644,Positive
2645,Positive
2646,Positive
2647,Positive
2648,Negative
2649,Negative
2650,Negative
2651,Positive
2652,Positive
2653,Neutral
2654,Neutral
2655,Positive
2656,Negative
2657,Negative
2658,Positive
2659,Positive
2660,Neutral
2661,Neutral
2662,Neutral
2663,Negative
2664,Positive
2665,Positive
2666,Neutral
2667,Positive
2668,Positive
2669,Positive
2670,Neutral
2671,Negative
2672,Negative
2673,Negative
2674,Neutral
2675,Positive
2676,Positive
2677,Positive
2678,Neutral
2679,Positive
2680,Negative
2681,Positive
2682,Positive
2683,Positive
2684,Negative
2685,Negative
2686,Positive
2687,Positive
2688,Negative
2689,Negative
2690,Negative
2691,Neutral
2692,Negative
2693,Positive
2694,Neutral
2695,Positive
2696,Positive
2697,Positive
2698,Neutral
2699,Neutral
2700,Positive
2701,Positive
2702,Positive
2703,Positive
2704,Negative
2705,Positive
2706,Negative
2707,Positive
2708,Positive
2709,Neutral
2710,Positive
2711,Positive
2712,Positive
2713,Positive
2714,Positive
2715,Neutral
2716,Positive
2717,Neutral
2718,Neutral
2719,Positive
2720,Positive
2721,Negative
2722,Positive
2723,Negative
2724,Positive
2725,Negative
2726,Negative
2727,Positive
2728,Positive
2729,Neutral
2730,Positive
2731,Positive
2732,Positive
2733,Neutral
2734,Positive
2735,Positive
2736,Positive
2737,Positive
2738,Positive
2739,Positive
2740,Positive
2741,Positive
2742,Positive
2743,Neutral
2744,Negative
2745,Positive
2746,Negative
2747,Neutral
2748,Negative
2749,Negative
2750,Negative
2751,Positive
2752,Positive
2753,Negative
2754,Positive
2755,Positive
2756,Positive
2757,Neutral
2758,Positive
2759,Negative
2760,Positive
2761,Positive
2762,Neutral
2763,Positive
2764,Positive
2765,Positive
2766,Positive
2767,Positive
2768,Positive
2769,Positive
2770,Positive
2771,Positive
2772,Negative
2773,Positive
2774,Positive
2775,Positive
2776,Positive
2777,Positive
2778,Negative
2779,Neutral
2780,Negative
2781,Negative
2782,Positive
2783,Positive
2784,Positive
2785,Positive
2786,Positive
2787,Neutral
2788,Negative
2789,Positive
2790,Positive
2791,Neutral
2792,Positive
2793,Positive
2794,Positive
2795,Neutral
2796,Positive
2797,Positive
2798,Neutral
2799,Positive
2800,Neutral
2801,Positive
2802,Positive
2803,Negative
2804,Positive
2805,Positive
2806,Positive
2807,Positive
2808,Neutral
2809,Positive
2810,Positive
2811,Negative
2812,Neutral
2813,Positive
2814,Positive
2815,Positive
2816,Positive
2817,Positive
2818,Negative
2819,Positive
2820,Neutral
2821,Negative
2822,Positive
2823,Negative
2824,Positive
2825,Positive
2826,Positive
2827,Positive
2828,Negative
2829,Negative
2830,Neutral
2831,Positive
2832,Positive
2833,Positive
2834,Positive
2835,Positive
2836,Negative
2837,Positive
2838,Negative
2839,Positive
2840,Positive
2841,Negative
2842,Positive
2843,Positive
2844,Positive
2845,Positive
2846,Positive
2847,Neutral
2848,Positive
2849,Positive
2850,Negative
2851,Neutral
2852,Positive
2853,Positive
2854,Neutral
2855,Positive
2856,Positive
2857,Neutral
2858,Positive
2859,Neutral
2860,Positive
2861,Positive
2862,Negative
2863,Positive
2864,Neutral
2865,Positive
2866,Positive
2867,Positive
2868,Positive
2869,Negative
2870,Positive
2871,Neutral
2872,Negative
2873,Positive
2874,Negative
2875,Positive
2876,Positive
2877,Positive
2878,Positive
2879,Positive
2880,Positive
2881,Positive
2882,Negative
2883,Negative
2884,Negative
2885,Negative
2886,Negative
2887,Positive
2888,Positive
2889,Positive
2890,Positive
2891,Neutral
2892,Positive
2893,Positive
2894,Negative
2895,Negative
2896,Positive
2897,Positive
2898,Positive
2899,Positive
2900,Positive
2901,Positive
2902,Negative
2903,Negative
2904,Positive
2905,Positive
2906,Positive
2907,Positive
2908,Neutral
2909,Negative
2910,Positive
2911,Negative
2912,Positive
2913,Positive
2914,Positive
2915,Positive
2916,Positive
2917,Positive
2918,Negative
2919,Positive
2920,Neutral
2921,Positive
2922,Negative
2923,Positive
2924,Positive
2925,Positive
2926,Positive
2927,Negative
2928,Positive
2929,Negative
2930,Positive
2931,Neutral
2932,Positive
2933,Positive
2934,Neutral
2935,Positive
2936,Negative
2937,Neutral
2938,Positive
2939,Negative
2940,Positive
2941,Positive
2942,Positive
2943,Neutral
2944,Positive
2945,Positive
2946,Positive
2947,Positive
2948,Negative
2949,Neutral
2950,Positive
2951,Positive
2952,Negative
2953,Negative
2954,Positive
2955,Positive
2956,Negative
2957,Positive
2958,Negative
2959,Negative
2960,Positive
2961,Positive
2962,Positive
2963,Positive
2964,Positive
2965,Positive
2966,Positive
2967,Positive
2968,Positive
2969,Positive
2970,Positive
2971,Positive
2972,Positive
2973,Neutral
2974,Negative
2975,Positive
2976,Positive
2977,Positive
2978,Positive
2979,Positive
2980,Positive
2981,Positive
2982,Positive
2983,Negative
2984,Positive
2985,Positive
2986,Positive
2987,Neutral
2988,Positive
2989,Positive
2990,Neutral
2991,Positive
2992,Negative
2993,Neutral
2994,Positive
2995,Negative
2996,Positive
2997,Positive
2998,Neutral
2999,Positive
3000,Positive
3001,Positive
3002,Positive
3003,Positive
3004,Positive
3005,Negative
3006,Positive
3007,Negative
3008,Positive
3009,Positive
3010,Neutral
3011,Neutral
3012,Positive
3013,Negative
3014,Positive
3015,Positive
3016,Positive
3017,Positive
3018,Positive
3019,Positive
3020,Negative
3021,Positive
3022,Positive
3023,Positive
3024,Neutral
3025,Positive
3026,Negative
3027,Positive
3028,Negative
3029,Neutral
3030,Negative
3031,Positive
3032,Positive
3033,Positive
3034,Positive
3035,Neutral
3036,Positive
3037,Positive
3038,Neutral
3039,Positive
3040,Negative
3041,Positive
3042,Positive
3043,Positive
3044,Positive
3045,Negative
3046,Positive
3047,Positive
3048,Positive
3049,Negative
3050,Positive
3051,Negative
3052,Positive
3053,Negative
3054,Positive
3055,Positive
3056,Positive
3057,Negative
3058,Positive
3059,Neutral
3060,Negative
3061,Positive
3062,Positive
3063,Neutral
3064,Positive
3065,Positive
3066,Negative
3067,Negative
3068,Neutral
3069,Negative
3070,Positive
3071,Positive
3072,Positive
3073,Positive
3074,Neutral
3075,Positive
3076,Positive
3077,Negative
3078,Positive
3079,Positive
3080,Negative
3081,Positive
3082,Negative
3083,Positive
3084,Negative
3085,Neutral
3086,Positive
3087,Positive
3088,Positive
3089,Positive
3090,Negative
3091,Negative
3092,Negative
3093,Negative
3094,Positive
3095,Negative
3096,Positive
3097,Positive
3098,Negative
3099,Negative
3100,Positive
3101,Neutral
3102,Neutral
3103,Negative
3104,Positive
3105,Positive
3106,Positive
3107,Positive
3108,Positive
3109,Positive
3110,Positive
3111,Positive
3112,Positive
3113,Positive
3114,Positive
3115,Positive
3116,Positive
3117,Positive
3118,Positive
3119,Neutral
3120,Positive
3121,Neutral
3122,Positive
3123,Negative
3124,Negative
3125,Negative
3126,Positive
3127,Neutral
3128,Negative
3129,Positive
3130,Positive
3131,Positive
3132,Neutral
3133,Neutral
3134,Negative
3135,Positive
3136,Negative
3137,Positive
3138,Positive
3139,Positive
3140,Neutral
3141,Neutral
3142,Neutral
3143,Neutral
3144,Negative
3145,Negative
3146,Negative
3147,Positive
3148,Negative
3149,Positive
3150,Positive
3151,Positive
3152,Negative
3153,Positive
3154,Positive
3155,Negative
3156,Neutral
3157,Negative
3158,Neutral
3159,Neutral
3160,Positive
3161,Positive
3162,Positive
3163,Positive
3164,Positive
3165,Positive
3166,Neutral
3167,Neutral
3168,Negative
3169,Positive
3170,Neutral
3171,Positive
3172,Positive
3173,Positive
3174,Positive
3175,Positive
3176,Positive
3177,Positive
3178,Positive
3179,Negative
3180,Negative
3181,Positive
3182,Positive
3183,Positive
3184,Positive
3185,Positive
3186,Positive
3187,Positive
3188,Positive
3189,Positive
3190,Negative
3191,Neutral
3192,Positive
3193,Neutral
3194,Positive
3195,Positive
3196,Positive
3197,Positive
3198,Positive
3199,Negative
3200,Neutral
3201,Negative
3202,Positive
3203,Positive
3204,Negative
3205,Positive
3206,Positive
3207,Positive
3208,Positive
3209,Neutral
3210,Positive
3211,Positive
3212,Positive
3213,Positive
3214,Positive
3215,Neutral
3216,Positive
3217,Positive
3218,Positive
3219,Positive
3220,Negative
3221,Positive
3222,Neutral
3223,Neutral
3224,Positive
3225,Positive
3226,Negative
3227,Positive
3228,Positive
3229,Positive
3230,Neutral
3231,Neutral
3232,Positive
3233,Neutral
3234,Negative
3235,Positive
3236,Positive
3237,Neutral
3238,Positive
3239,Positive
3240,Negative
3241,Negative
3242,Positive
3243,Positive
3244,Positive
3245,Positive
3246,Negative
3247,Positive
3248,Negative
3249,Neutral
3250,Positive
3251,Positive
3252,Positive
3253,Positive
3254,Negative
3255,Neutral
3256,Positive
3257,Positive
3258,Positive
3259,Negative
3260,Positive
3261,Positive
3262,Positive
3263,Positive
3264,Positive
3265,Positive
3266,Positive
3267,Negative
3268,Positive
3269,Neutral
3270,Negative
3271,Positive
3272,Neutral
3273,Positive
3274,Negative
3275,Positive
3276,Neutral
3277,Positive
3278,Neutral
3279,Neutral
3280,Positive
3281,Positive
3282,Positive
3283,Positive
3284,Positive
3285,Negative
3286,Positive
3287,Positive
3288,Positive
3289,Neutral
3290,Positive
3291,Neutral
3292,Neutral
3293,Neutral
3294,Positive
3295,Positive
3296,Negative
3297,Negative
3298,Neutral
3299,Neutral
3300,Negative
3301,Positive
3302,Positive
3303,Positive
3304,Neutral
3305,Positive
3306,Positive
3307,Positive
3308,Positive
3309,Positive
3310,Positive
3311,Neutral
3312,Positive
3313,Positive
3314,Positive
3315,Positive
3316,Positive
3317,Positive
3318,Positive
3319,Neutral
3320,Negative
3321,Positive
3322,Positive
3323,Positive
3324,Neutral
3325,Positive
3326,Neutral
3327,Positive
3328,Negative
3329,Negative
3330,Positive
3331,Negative
3332,Negative
3333,Positive
3334,Positive
3335,Positive
3336,Positive
3337,Positive
3338,Positive
3339,Negative
3340,Positive
3341,Positive
3342,Negative
3343,Positive
3344,Positive
3345,Negative
3346,Positive
3347,Positive
3348,Positive
3349,Positive
3350,Positive
3351,Positive
3352,Positive
3353,Negative
3354,Positive
3355,Neutral
3356,Positive
3357,Negative
3358,Positive
3359,Neutral
3360,Neutral
3361,Positive
3362,Positive
3363,Positive
3364,Positive
3365,Positive
3366,Positive
3367,Negative
3368,Neutral
3369,Neutral
3370,Positive
3371,Neutral
3372,Positive
3373,Positive
3374,Positive
3375,Positive
3376,Positive
3377,Positive
3378,Positive
3379,Neutral
3380,Positive
3381,Positive
3382,Positive
3383,Positive
3384,Negative
3385,Positive
3386,Positive
3387,Negative
3388,Positive
3389,Positive
3390,Negative
3391,Positive
3392,Negative
3393,Positive
3394,Positive
3395,Positive
3396,Positive
3397,Positive
3398,Positive
3399,Positive
3400,Positive
3401,Positive
3402,Neutral
3403,Neutral
3404,Positive
3405,Positive
3406,Positive
3407,Positive
3408,Neutral
3409,Positive
3410,Neutral
3411,Neutral
3412,Positive
3413,Negative
3414,Negative
3415,Neutral
3416,Positive
3417,Positive
3418,Positive
3419,Positive
3420,Positive
3421,Negative
3422,Positive
3423,Neutral
3424,Neutral
3425,Negative
3426,Positive
3427,Positive
3428,Positive
3429,Positive
3430,Positive
3431,Positive
3432,Negative
3433,Positive
3434,Positive
3435,Negative
3436,Positive
3437,Positive
3438,Negative
3439,Positive
3440,Positive
3441,Positive
3442,Negative
3443,Neutral
3444,Positive
3445,Negative
3446,Negative
3447,Positive
3448,Positive
3449,Neutral
3450,Negative
3451,Neutral
3452,Positive
3453,Positive
3454,Neutral
3455,Positive
3456,Positive
3457,Negative
3458,Neutral
3459,Positive
3460,Positive
3461,Positive
3462,Positive
3463,Positive
3464,Positive
3465,Positive
3466,Positive
3467,Positive
3468,Positive
3469,Positive
3470,Positive
3471,Positive
3472,Positive
3473,Positive
3474,Positive
3475,Positive
3476,Positive
3477,Positive
3478,Neutral
3479,Positive
3480,Positive
3481,Positive
3482,Positive
3483,Positive
3484,Positive
3485,Positive
3486,Negative
3487,Negative
3488,Positive
3489,Negative
3490,Positive
3491,Positive
3492,Positive
3493,Negative
3494,Positive
3495,Positive
3496,Positive
3497,Positive
3498,Positive
3499,Positive
3500,Positive
3501,Negative
3502,Positive
3503,Positive
3504,Positive
3505,Neutral
3506,Positive
3507,Negative
3508,Positive
3509,Negative
3510,Positive
3511,Positive
3512,Neutral
3513,Positive
3514,Positive
3515,Positive
3516,Positive
3517,Positive
3518,Positive
3519,Positive
3520,Negative
3521,Neutral
3522,Positive
3523,Positive
3524,Negative
3525,Negative
3526,Neutral
3527,Positive
3528,Positive
3529,Positive
3530,Negative
3531,Negative
3532,Positive
3533,Positive
3534,Positive
3535,Positive
3536,Negative
3537,Positive
3538,Positive
3539,Positive
3540,Negative
3541,Positive
3542,Positive
3543,Positive
3544,Positive
3545,Positive
3546,Positive
3547,Positive
3548,Neutral
3549,Negative
3550,Positive
3551,Positive
3552,Neutral
3553,Positive
3554,Positive
3555,Neutral
3556,Positive
3557,Positive
3558,Positive
3559,Neutral
3560,Positive
3561,Positive
3562,Positive
3563,Positive
3564,Negative
3565,Negative
3566,Neutral
3567,Positive
3568,Neutral
3569,Negative
3570,Positive
3571,Neutral
3572,Neutral
3573,Positive
3574,Positive
3575,Positive
3576,Positive
3577,Positive
3578,Positive
3579,Positive
3580,Positive
3581,Negative
3582,Neutral
3583,Positive
3584,Positive
3585,Positive
3586,Negative
3587,Positive
3588,Positive
3589,Positive
3590,Positive
3591,Positive
3592,Positive
3593,Positive
3594,Positive
3595,Positive
3596,Positive
3597,Negative
3598,Positive
3599,Positive
3600,Negative
3601,Positive
3602,Neutral
3603,Positive
3604,Negative
3605,Negative
3606,Positive
3607,Positive
3608,Positive
3609,Positive
3610,Negative
3611,Neutral
3612,Positive
3613,Positive
3614,Positive
3615,Negative
3616,Positive
3617,Neutral
3618,Positive
3619,Negative
3620,Negative
3621,Positive
3622,Neutral
3623,Positive
3624,Positive
3625,Positive
3626,Neutral
3627,Positive
3628,Positive
3629,Positive
3630,Neutral
3631,Positive
3632,Positive
3633,Negative
3634,Positive
3635,Negative
3636,Positive
3637,Positive
3638,Neutral
3639,Negative
3640,Positive
3641,Positive
3642,Positive
3643,Positive
3644,Positive
3645,Neutral
3646,Neutral
3647,Positive
3648,Positive
3649,Negative
3650,Positive
3651,Negative
3652,Positive
3653,Positive
3654,Negative
3655,Positive
3656,Positive
3657,Positive
3658,Positive
3659,Positive
3660,Positive
3661,Positive
3662,Negative
3663,Positive
3664,Positive
3665,Positive
3666,Positive
3667,Positive
3668,Negative
3669,Negative
3670,Positive
3671,Positive
3672,Positive
3673,Negative
3674,Negative
3675,Positive
3676,Positive
3677,Neutral
3678,Positive
3679,Neutral
3680,Negative
3681,Neutral
3682,Positive
3683,Positive
3684,Negative
3685,Positive
3686,Positive
3687,Neutral
3688,Positive
3689,Positive
3690,Negative
3691,Positive
3692,Neutral
3693,Negative
3694,Positive
3695,Positive
3696,Positive
3697,Positive
3698,Positive
3699,Positive
3700,Neutral
3701,Neutral
3702,Positive
3703,Positive
3704,Positive
3705,Positive
3706,Positive
3707,Positive
3708,Positive
3709,Negative
3710,Negative
3711,Positive
3712,Positive
3713,Negative
3714,Negative
3715,Positive
3716,Positive
3717,Neutral
3718,Positive
3719,Neutral
3720,Positive
3721,Neutral
3722,Positive
3723,Positive
3724,Positive
3725,Neutral
3726,Positive
3727,Positive
3728,Neutral
3729,Positive
3730,Positive
3731,Positive
3732,Positive
3733,Positive
3734,Negative
3735,Negative
3736,Neutral
3737,Negative
3738,Negative
3739,Positive
3740,Positive
3741,Positive
3742,Positive
3743,Negative
3744,Negative
3745,Positive
3746,Positive
3747,Positive
3748,Negative
3749,Positive
3750,Positive
3751,Positive
3752,Neutral
3753,Positive
3754,Neutral
3755,Positive
3756,Positive
3757,Positive
3758,Positive
3759,Negative
3760,Positive
3761,Positive
3762,Negative
3763,Positive
3764,Positive
3765,Positive
3766,Positive
3767,Positive
3768,Negative
3769,Negative
3770,Positive
3771,Positive
3772,Positive
3773,Positive
3774,Positive
3775,Positive
3776,Positive
3777,Negative
3778,Positive
3779,Positive
3780,Positive
3781,Negative
3782,Neutral
3783,Positive
3784,Negative
3785,Negative
3786,Positive
3787,Positive
3788,Positive
3789,Negative
3790,Positive
3791,Negative
3792,Negative
3793,Negative
3794,Positive
3795,Negative
3796,Positive
3797,Negative
3798,Positive
3799,Positive
3800,Positive
3801,Positive
3802,Positive
3803,Positive
3804,Positive
3805,Negative
3806,Negative
3807,Neutral
3808,Positive
3809,Positive
3810,Positive
3811,Positive
3812,Positive
3813,Positive
3814,Positive
3815,Positive
3816,Positive
3817,Positive
3818,Positive
3819,Neutral
3820,Positive
3821,Positive
3822,Positive
3823,Negative
3824,Positive
3825,Positive
3826,Positive
3827,Positive
3828,Positive
3829,Neutral
3830,Positive
3831,Positive
3832,Positive
3833,Negative
3834,Positive
3835,Positive
3836,Negative
3837,Neutral
3838,Positive
3839,Negative
3840,Positive
3841,Neutral
3842,Positive
3843,Positive
3844,Negative
3845,Positive
3846,Positive
3847,Positive
3848,Negative
3849,Positive
3850,Negative
3851,Positive
3852,Neutral
3853,Positive
3854,Positive
3855,Positive
3856,Positive
3857,Neutral
3858,Positive
3859,Positive
3860,Neutral
3861,Positive
3862,Negative
3863,Positive
3864,Neutral
3865,Neutral
3866,Positive
3867,Neutral
3868,Negative
3869,Neutral
3870,Neutral
3871,Positive
3872,Positive
3873,Positive
3874,Positive
3875,Positive
3876,Neutral
3877,Positive
3878,Positive
3879,Neutral
3880,Positive
3881,Negative
3882,Neutral
3883,Positive
3884,Neutral
3885,Positive
3886,Positive
3887,Positive
3888,Positive
3889,Negative
3890,Negative
3891,Neutral
3892,Neutral
3893,Positive
3894,Neutral
3895,Positive
3896,Neutral
3897,Positive
3898,Negative
3899,Positive
3900,Positive
3901,Positive
3902,Negative
3903,Positive
3904,Negative
3905,Positive
3906,Positive
3907,Positive
3908,Positive
3909,Positive
3910,Negative
3911,Positive
3912,Positive
3913,Neutral
3914,Neutral
3915,Positive
3916,Positive
3917,Negative
3918,Positive
3919,Positive
3920,Positive
3921,Positive
3922,Positive
3923,Negative
3924,Positive
3925,Negative
3926,Positive
3927,Negative
3928,Positive
3929,Positive
3930,Negative
3931,Neutral
3932,Positive
3933,Neutral
3934,Positive
3935,Positive
3936,Positive
3937,Positive
3938,Positive
3939,Neutral
3940,Positive
3941,Neutral
3942,Neutral
3943,Negative
3944,Positive
3945,Positive
3946,Positive
3947,Positive
3948,Positive
3949,Positive
3950,Neutral
3951,Positive
3952,Positive
3953,Positive
3954,Positive
3955,Positive
3956,Positive
3957,Negative
3958,Positive
3959,Neutral
3960,Neutral
3961,Positive
3962,Neutral
3963,Positive
3964,Negative
3965,Negative
3966,Negative
3967,Positive
3968,Positive
3969,Positive
3970,Positive
3971,Negative
3972,Positive
3973,Negative
3974,Positive
3975,Negative
3976,Negative
3977,Positive
3978,Positive
3979,Positive
3980,Positive
3981,Positive
3982,Positive
3983,Positive
3984,Negative
3985,Positive
3986,Neutral
3987,Positive
3988,Neutral
3989,Positive
3990,Neutral
3991,Neutral
3992,Positive
3993,Negative
3994,Positive
3995,Positive
3996,Positive
3997,Negative
3998,Positive
3999,Positive
4000,Neutral
4001,Neutral
4002,Positive
4003,Positive
4004,Negative
4005,Positive
4006,Positive
4007,Positive
4008,Neutral
4009,Negative
4010,Positive
4011,Positive
4012,Positive
4013,Neutral
4014,Negative
4015,Positive
4016,Negative
4017,Positive
4018,Positive
4019,Positive
4020,Negative
4021,Neutral
4022,Positive
4023,Negative
4024,Positive
4025,Positive
4026,Positive
4027,Positive
4028,Neutral
4029,Neutral
4030,Positive
4031,Positive
4032,Positive
4033,Positive
4034,Positive
4035,Positive
4036,Negative
4037,Negative
4038,Positive
4039,Negative
4040,Negative
4041,Positive
4042,Positive
4043,Positive
4044,Positive
4045,Negative
4046,Positive
4047,Neutral
4048,Neutral
4049,Negative
4050,Positive
4051,Positive
4052,Positive
4053,Positive
4054,Negative
